Id,Probability
1,0.0827752318990846
2,0.04897932699777905
3,0.016463282148787256
4,0.05612578166407746
5,0.09436386827351421
6,0.043525161259917386
7,0.05476883924476602
8,0.03308037255088677
9,0.010319881311247267
10,0.4770824234113057
11,0.018725247490582905
12,0.02197999540373379
13,0.01465967555351882
14,0.03220897217784577
15,0.053172112054673426
16,0.01738227319557255
17,0.03723905142737544
18,0.017488326674460836
19,0.2257181740938584
20,0.07576177420990579
21,0.016372223716816278
22,0.01876123356852714
23,0.010687611703606471
24,0.5292057799665918
25,0.06487412303532684
26,0.02379862296571126
27,0.09340682475582639
28,0.017952558203034187
29,0.06658635169116622
30,0.027593815030233577
31,0.061141150278894316
32,0.019591864795158478
33,0.017735343740846204
34,0.08575533221430218
35,0.27783535216132055
36,0.04042273323993785
37,0.025931675393896143
38,0.021495692507004133
39,0.019076676977811395
40,0.040682922223736685
41,0.21246012931922503
42,0.20310246964716225
43,0.07616832330938289
44,0.012335634861170109
45,0.04317364189175779
46,0.010319881311247267
47,0.011400267995905369
48,0.022022879229430643
49,0.02209266351827527
50,0.04012417990562584
51,0.019690465886630138
52,0.013908949167576545
53,0.016754343251216393
54,0.07381284534403927
55,0.024510759322273843
56,0.0746468506348
57,0.01099836419817016
58,0.1166170037406418
59,0.06929801660959178
60,0.08162454779180782
61,0.024843883780860145
62,0.017458435073958386
63,0.021044328933919283
64,0.013709703539375303
65,0.02267838231453235
66,0.01766099750369844
67,0.02573808866700273
68,0.11310356766851051
69,0.01168484853844616
70,0.6368642690325875
71,0.02743850125851894
72,0.13547712099407386
73,0.012478188018507672
74,0.16867804378852178
75,0.0184036107996619
76,0.05413560962472057
77,0.04596164031643985
78,0.0276080874338486
79,0.01749579241035657
80,0.024218905307988856
81,0.023827613392740997
82,0.020099658393073414
83,0.01971166943944374
84,0.01058338269920466
85,0.01916571320346515
86,0.02134852475078601
87,0.056313172725057745
88,0.021106692270562173
89,0.01884120771028991
90,0.021444713781668907
91,0.04798714315827947
92,0.01903913969844207
93,0.02032153120819093
94,0.020269545633264552
95,0.012154802271711082
96,0.19951733604771
97,0.031216344026525546
98,0.07208454078990674
99,0.016816059725833336
100,0.017021605320489533
101,0.07740557929074152
102,0.07436707842193518
103,0.01497702595545341
104,0.06506766116360577
105,0.0450267338151437
106,0.01800670514128641
107,0.356986545270889
108,0.0188281588307031
109,0.012660567920792534
110,0.02428927031758243
111,0.027667490556018186
112,0.023851388048542248
113,0.024724596592049022
114,0.4599023407763587
115,0.08986622180519455
116,0.014032885740574947
117,0.010902697139298433
118,0.08512818740566738
119,0.017976319619201847
120,0.014543316920035566
121,0.014330494388522514
122,0.037363984741449245
123,0.016455622033688312
124,0.49152716515834705
125,0.024078759121316802
126,0.018531846665480183
127,0.01000603421456778
128,0.024624727484109765
129,0.012997047247076409
130,0.034804254802023385
131,0.02993949256369623
132,0.07787249955305571
133,0.01168484853844616
134,0.08698511535100323
135,0.17891621950243436
136,0.012402574581075401
137,0.1531321904187412
138,0.04583830604276461
139,0.011516181918684091
140,0.01638661285885719
141,0.008778350640110164
142,0.016743972873032354
143,0.010319881311247267
144,0.017021605320489533
145,0.31775368145959815
146,0.017021605320489533
147,0.010211579809223981
148,0.11527978833276928
149,0.013349319320301395
150,0.0445379108663649
151,0.010835826336424942
152,0.017608589226842643
153,0.012743899903388395
154,0.020309853728996595
155,0.024481589428046555
156,0.02741976835024242
157,0.05079449082671733
158,0.01418698585630106
159,0.15889395235870288
160,0.023449002574691267
161,0.010210188670182547
162,0.023682093742741484
163,0.02720326148985134
164,0.04731712245354826
165,0.01728846870588213
166,0.022898535144621156
167,0.6650541685827525
168,0.024598925031455908
169,0.20758375063749918
170,0.0159349154640732
171,0.008778350640110164
172,0.01604950022375435
173,0.026679039922236775
174,0.045649464153794575
175,0.023894178126022174
176,0.269496128743895
177,0.022189611204315507
178,0.07136351148396364
179,0.014792275954547116
180,0.014272332394473586
181,0.048524006746467466
182,0.01638661285885719
183,0.017679522449190407
184,0.0175879166079969
185,0.09381079936024092
186,0.01689416256185085
187,0.01686438865032909
188,0.03477085360403317
189,0.07351443092558718
190,0.024757684222284523
191,0.017338088347195777
192,0.0369388390452655
193,0.017942899900492235
194,0.05776461197406836
195,0.016816059725833336
196,0.032136115922491895
197,0.015115084431745428
198,0.01357509446898808
199,0.02355964785703025
200,0.010064282919424464
201,0.07473716719496391
202,0.02039706336343195
203,0.23223421524458931
204,0.054452488069437935
205,0.030896425942508528
206,0.014119123192600013
207,0.027226084637874366
208,0.011376449644726916
209,0.07390054836674034
210,0.010319881311247267
211,0.10543537177777913
212,0.02634437359679822
213,0.01774668534802142
214,0.012923938101836101
215,0.02720326148985134
216,0.08034444147524121
217,0.015199857999321503
218,0.09153137736289277
219,0.018453885723963386
220,0.01000603421456778
221,0.024827065668497565
222,0.014441927501944405
223,0.017245388777308163
224,0.022975717788676967
225,0.015400628168274696
226,0.08716431521705811
227,0.02153701669609153
228,0.08019330229660493
229,0.08866986373473686
230,0.3715988204502698
231,0.18459377944758423
232,0.01644104555040767
233,0.01579178641799802
234,0.01533640667120193
235,0.011363108010199168
236,0.22339156040391553
237,0.11722435210718563
238,0.010319881311247267
239,0.017176727600916354
240,0.021481221945211564
241,0.07403763435561958
242,0.014573815726044843
243,0.011902615721891814
244,0.02773253446443478
245,0.08512818740566738
246,0.01447157149899898
247,0.031104957023012404
248,0.011850041501578668
249,0.02374769470878384
250,0.3079020620142378
251,0.05322178469969765
252,0.24749843920988632
253,0.01728788374697824
254,0.06543871897266638
255,0.008389097091033686
256,0.021106692270562173
257,0.03658967077907061
258,0.15505941713108673
259,0.04131884679383955
260,0.10982180620932958
261,0.018872795112667838
262,0.01981322534161828
