Id,Probability
1,0.08242716829773378
2,0.04055867689172789
3,0.017018582091960457
4,0.06586306672065602
5,0.09148201754503145
6,0.026518917255451645
7,0.05383618081748255
8,0.05017323605448282
9,0.010619269422564786
10,0.4805600201320395
11,0.01792793810026393
12,0.01876721135589308
13,0.01267851865852728
14,0.035476774302284284
15,0.050777070180992964
16,0.016648632273098506
17,0.0288207762272998
18,0.021100728601937884
19,0.21247153209955183
20,0.0756720232293027
21,0.014361933427032023
22,0.013292298724369128
23,0.010308618353242921
24,0.5822410258280043
25,0.0643080780605321
26,0.015500803514861616
27,0.09433726416339087
28,0.012783968477559656
29,0.07710123873744246
30,0.01643627607010777
31,0.06781616086790901
32,0.012634402105400446
33,0.013856995137073877
34,0.07615652044006524
35,0.2674893670770115
36,0.041318781618877
37,0.022571531113958494
38,0.015153844472392758
39,0.01622520177796229
40,0.05663040392073541
41,0.1634216913333622
42,0.20352520458830908
43,0.08041166551361596
44,0.011400176354301446
45,0.05407312543489802
46,0.010619269422564786
47,0.010619269422564786
48,0.016948464873026096
49,0.021025998531310628
50,0.031208836537049485
51,0.015823275933122723
52,0.01627962857314278
53,0.013303977672137235
54,0.07782990938115056
55,0.018837153990168134
56,0.09501154457652225
57,0.01082282189730592
58,0.10005615471139521
59,0.09390593017514796
60,0.0767706069289337
61,0.0236320636219537
62,0.014164154191231352
63,0.020389775686342225
64,0.015339822740225332
65,0.018594469392618194
66,0.019057028091696078
67,0.01703889647458095
68,0.11823835570693368
69,0.010716473193494
70,0.6313525122207164
71,0.026326907161858076
72,0.12221471224629712
73,0.010663273804943
74,0.18851168083264216
75,0.016359438483617008
76,0.06352947859719799
77,0.048856122715825456
78,0.02444669938221203
79,0.01568330577358891
80,0.019138450733792275
81,0.01581937867742107
82,0.015060579357972687
83,0.02070472206140643
84,0.010791357815814967
85,0.017289201988398603
86,0.017879178886104956
87,0.055757825726567053
88,0.015486029381000143
89,0.02211787037485131
90,0.020863866078383062
91,0.04301913140213122
92,0.014874521565594831
93,0.014827162827367124
94,0.01655938606993158
95,0.01091425242929467
96,0.06554192378356537
97,0.02933192639866643
98,0.0730769820971014
99,0.01599394492557197
100,0.01993666287007395
101,0.07776327395730159
102,0.09015663894300016
103,0.012808002341941242
104,0.08312923338591495
105,0.047538777338861055
106,0.02211787037485131
107,0.3042691802290435
108,0.012671096644038465
109,0.012304339337232047
110,0.015732366586392897
111,0.017718412677984886
112,0.01913873167442005
113,0.023699802795929745
114,0.5039228783776579
115,0.07912905333449896
116,0.014174123873828428
117,0.010619269422564786
118,0.07656110743850542
119,0.01572092329788292
120,0.01304053932733296
121,0.013460738755952825
122,0.04778155013149424
123,0.014321119445050661
124,0.515562577307811
125,0.015154716213625566
126,0.016932464777676924
127,0.010778273750846482
128,0.019193108889333614
129,0.011438250738696119
130,0.023319657827042876
131,0.048705108538824746
132,0.08711550370206846
133,0.010443896508566806
134,0.07488714176759811
135,0.20416644428496794
136,0.012037768134075108
137,0.1849108385950455
138,0.04471835335960602
139,0.01186169897727939
140,0.01720129551274372
141,0.009373555347102382
142,0.018330024411070366
143,0.010619269422564786
144,0.02026797603744853
145,0.3409961530291462
146,0.019405098846494696
147,0.010778273750846482
148,0.08887638615776836
149,0.01335684781153793
150,0.03648057476755747
151,0.010144485797766254
152,0.0159219896855783
153,0.01203707189127737
154,0.01632335383265394
155,0.02002182676509763
156,0.017430297823253775
157,0.05320515199953714
158,0.01203707189127737
159,0.15242697337075334
160,0.021216446011444467
161,0.009373555347102382
162,0.01521892326882622
163,0.015773420549794664
164,0.0562473588230048
165,0.01434694346427361
166,0.015773420549794664
167,0.6233527782531818
168,0.017275083580728767
169,0.2138546769882494
170,0.013570054929509565
171,0.009373555347102382
172,0.01805786029591665
173,0.018522207615103932
174,0.05099585068481306
175,0.01583105630694138
176,0.29263272856115846
177,0.017722278383093537
178,0.09158598679345772
179,0.01577937044736671
180,0.014636302370057086
181,0.05232788371624035
182,0.013303977672137235
183,0.015250882949832258
184,0.015521114731259725
185,0.09762757945594273
186,0.012316014016614737
187,0.013106198436336564
188,0.029950764705703577
189,0.08342320352020742
190,0.021514402775110932
191,0.015247631583373916
192,0.038758096338437874
193,0.015574059413649413
194,0.06945090985614244
195,0.02026797603744853
196,0.03416562693311471
197,0.011366166008847073
198,0.01239417749479379
199,0.015183199590002772
200,0.011975599825232743
201,0.08961610617726763
202,0.024468787119313506
203,0.27893114554682646
204,0.055481769490704366
205,0.01935089580378551
206,0.011366166008847073
207,0.01786774221514589
208,0.010958825775752756
209,0.08321346272298692
210,0.010619269422564786
211,0.11212932332732477
212,0.030035545087978583
213,0.015552624892517066
214,0.012709618868511264
215,0.01626697344806586
216,0.08695148831715627
217,0.01380552754121099
218,0.09944803353204784
219,0.014618917459198116
220,0.010778273750846482
221,0.022651576318459116
222,0.012591956730594461
223,0.014640742814613774
224,0.014414364383589623
225,0.01380552754121099
226,0.09017669159195987
227,0.015144517474902914
228,0.07334091804126652
229,0.10389113875867355
230,0.3671391028870102
231,0.19754644023309567
232,0.012814955197478222
233,0.012579430039392266
234,0.012878840750192818
235,0.010619269422564786
236,0.21643760359304004
237,0.10423368573693473
238,0.010619269422564786
239,0.0159219896855783
240,0.015726831926971167
241,0.08461973899540447
242,0.014838517468260712
243,0.011760067502279512
244,0.024776178891985197
245,0.07530419358340279
246,0.014086896583972006
247,0.025896236623806433
248,0.01237662824446534
249,0.016096719716919797
250,0.32694945899918365
251,0.05590874967642449
252,0.23948972902583524
253,0.012153467783575967
254,0.08318795205296928
255,0.01075269601629349
256,0.014700650311032548
257,0.03442226491274859
258,0.16992263536590163
259,0.05458883244012748
260,0.09542593278281546
261,0.018764688039337667
262,0.02033355593812215
263,0.009704868514476961
264,0.040899421105630794
265,0.07636228302360451
266,0.02081009678825679
267,0.06907591730880822
268,0.04071217631380043
269,0.24470401760798488
270,0.010443896508566806
271,0.04088900374733227
272,0.040956902579779214
273,0.01203707189127737
274,0.014611792924901806
275,0.012759620606585444
276,0.03178680863887946
277,0.02523685816010442
278,0.012709618868511264
279,0.08231452633151053
280,0.029671265014851157
281,0.5254411669171712
282,0.0588034930031139
283,0.04992681629380102
284,0.012745306678038179
285,0.012812968686724203
286,0.014590313357001972
287,0.01686998234536914
288,0.04389975604292058
289,0.07611113405538608
290,0.08043341444507643
291,0.2555710578810971
292,0.009704868514476961
293,0.031304334876166885
294,0.015659900635562427
295,0.01170302314030555
296,0.02122591880534157
297,0.01156228826647884
298,0.030185315546303316
299,0.010619269422564786
300,0.01170302314030555
301,0.07135209969811976
302,0.01304053932733296
303,0.012473317408237794
304,0.01186169897727939
305,0.40397454699942015
306,0.04951416241533803
307,0.010619269422564786
308,0.39130754138136004
309,0.22173797343627605
310,0.019414320746960565
311,0.49539554353219034
312,0.019245667261756808
313,0.19925679579933755
314,0.054070431311132684
315,0.03936059391579838
316,0.08685107715552642
317,0.34477050064173487
318,0.013664191825185388
319,0.012856053207408702
320,0.08837813097695299
321,0.07968727663202775
322,0.019429465700487585
323,0.013740723696095131
324,0.013303977672137235
325,0.08878216508901003
326,0.012561841370784773
327,0.01682832046340531
328,0.014314064954977852
329,0.018940671497991605
330,0.011998410091755892
331,0.02206563031195192
332,0.017126720904383795
333,0.018949893300942856
334,0.03489715945891458
335,0.05628076028182427
336,0.05183786570292439
337,0.019405098846494696
338,0.2705488937127237
339,0.018924496271510577
340,0.019405098846494696
341,0.009373555347102382
342,0.01500649129273604
343,0.016380996586101475
344,0.0402939385834996
345,0.02523685816010442
