-1.009400666424229431e+00,-1.518801332848458863e+00
-1.096965050061411207e+00,-1.693930100122822413e+00
-5.673517420134177591e-01,-6.347034840268355183e-01
5.548584974924837265e-01,1.609716994984967453e+00
-1.371876149343998597e+00,-2.243752298687997193e+00
-4.173441214759494589e-01,-3.346882429518989177e-01
-1.344818431754885024e-02,4.731036313649022995e-01
5.758649576414839322e-01,1.651729915282967864e+00
-1.407672776548819782e-01,2.184654446902360436e-01
-5.705441625626338498e-01,-6.410883251252676995e-01
-1.226950614148062613e+00,-1.953901228296125225e+00
-1.030132389577536944e+00,-1.560264779155073889e+00
-4.780450689885749060e-01,-4.560901379771498121e-01
1.351974894774531366e+00,3.203949789549062732e+00
5.854312303311052235e-01,1.670862460662210447e+00
1.146697538137132932e+00,2.793395076274265865e+00
-2.868104230346175676e+00,-5.236208460692351352e+00
1.435585947485820801e+00,3.371171894971641603e+00
8.191708287012474665e-01,2.138341657402494711e+00
-4.671895085995201868e-01,-4.343790171990403737e-01
1.764941476540321519e+00,4.029882953080642594e+00
-4.743608405714904164e-01,-4.487216811429808327e-01
-8.655607809009655540e-01,-1.231121561801931108e+00
-2.189299101751947418e+00,-3.878598203503894837e+00
2.216907264420411305e-01,9.433814528840822611e-01
-2.782417810929348201e-02,4.443516437814130082e-01
1.209020092470743934e+00,2.918040184941487869e+00
1.730885703149732668e-01,8.461771406299465337e-01
7.617656797338544505e-01,2.023531359467709123e+00
5.380286169861220325e-01,1.576057233972244065e+00
1.885359207109789548e+00,4.270718414219579095e+00
-2.804411511704228421e-01,-6.088230234084568426e-02
-3.082401215969466923e-01,-1.164802431938933847e-01
-4.866600967519040255e-01,-4.733201935038080510e-01
-2.213264262106384717e+00,-3.926528524212769433e+00
5.135418720923158320e-01,1.527083744184631664e+00
4.579065689707365050e-01,1.415813137941472899e+00
-1.020181728676915256e+00,-1.540363457353830512e+00
-1.698548733544188449e+00,-2.897097467088376899e+00
-9.068635737179492340e-01,-1.313727147435898468e+00
1.018650862169241250e-01,7.037301724338482778e-01
-3.868974285403892904e-02,4.226205142919221558e-01
1.353862235827512084e+00,3.207724471655024168e+00
-1.183594979269050329e+00,-1.867189958538100658e+00
1.596462564782299864e+00,3.692925129564599729e+00
-1.330641574440795338e+00,-2.161283148881590677e+00
2.026960511071832227e-01,9.053921022143665009e-01
-1.373844631559980378e+00,-2.247689263119960756e+00
-9.869129191240968435e-01,-1.473825838248193687e+00
6.350236822656930846e-02,6.270047364531385892e-01
