-5.747263810503868697e-01,-6.494527621007737395e-01
-6.939322053987209138e-01,-8.878644107974418276e-01
-1.852808731990723545e-01,1.294382536018552909e-01
-1.467094638473315893e+00,-2.434189276946631786e+00
-7.623564265948549190e-01,-1.024712853189709838e+00
6.700098120621895692e-01,1.840019624124379138e+00
6.690473310489438719e-01,1.838094662097887744e+00
9.974528333168919403e-01,2.494905666633783881e+00
1.931929630344332849e-01,8.863859260688665698e-01
-9.165184080302194447e-01,-1.333036816060438889e+00
-7.623830779858671303e-01,-1.024766155971734261e+00
-6.028665694094903493e-01,-7.057331388189806987e-01
-1.264535313188553722e+00,-2.029070626377107445e+00
1.066626289343704181e+00,2.633252578687408363e+00
-7.734663831808159529e-01,-1.046932766361631906e+00
9.258682511301220552e-01,2.351736502260243888e+00
2.004991422572325321e-01,9.009982845144650643e-01
-3.315744764945323664e-01,-1.631489529890647328e-01
-6.251559128067110116e-01,-7.503118256134220232e-01
-1.784230986096247307e+00,-3.068461972192494613e+00
-1.821031178547256157e+00,-3.142062357094512315e+00
-1.735827112415660789e+00,-2.971654224831321578e+00
9.758533774861862797e-01,2.451706754972372337e+00
-2.253666153141129225e-01,4.926676937177415505e-02
-1.311694617696369747e+00,-2.123389235392739494e+00
-2.849040758018805963e-01,-6.980815160376119266e-02
1.852596377856311705e+00,4.205192755712623409e+00
1.408110096022650914e+00,3.316220192045301829e+00
-5.396207992855237556e-01,-5.792415985710475113e-01
-2.037100145993334388e-01,9.257997080133312240e-02
5.093989162117952274e-01,1.518797832423590455e+00
9.999964228159410329e-01,2.499992845631882066e+00
-1.177257106034742762e+00,-1.854514212069485524e+00
1.627354969286691488e-01,8.254709938573383532e-01
3.430393061548830391e-01,1.186078612309766189e+00
-7.659871770793202916e-01,-1.031974354158640583e+00
-1.003477720113749245e-03,4.979930445597725019e-01
1.790470560661220123e+00,4.080941121322440246e+00
-9.493758190244448725e-02,3.101248361951109977e-01
1.091884893458654027e+00,2.683769786917308053e+00
-2.107673394961598334e-01,7.846532100768033313e-02
-1.536960560045544488e+00,-2.573921120091088977e+00
-1.547949925776399338e+00,-2.595899851552798676e+00
-3.277744156212281657e-01,-1.555488312424563313e-01
3.439227894816082043e-01,1.187845578963216298e+00
-1.404591084137833124e-01,2.190817831724333753e-01
7.593322469336808433e-01,2.018664493867361465e+00
-1.742216643964221934e+00,-2.984433287928443868e+00
-3.151727304236184302e-01,-1.303454608472368603e-01
6.162542674972066870e-01,1.732508534994413374e+00
-2.437698125720757059e+00,-4.375396251441514117e+00
1.909098866550624773e-01,8.818197733101249547e-01
1.304182883462974729e+00,3.108365766925949458e+00
1.179684682198895107e+00,2.859369364397790214e+00
-8.304700242748311867e-01,-1.160940048549662373e+00
4.209919832327813638e-01,1.341983966465562617e+00
6.738927847373492597e-01,1.847785569474698519e+00
2.991024972839348983e-01,1.098204994567869797e+00
5.269658829415940771e-01,1.553931765883188154e+00
-1.087331764477332374e+00,-1.674663528954664748e+00
9.970785531847027316e-01,2.494157106369405241e+00
-7.914098674261501598e-01,-1.082819734852300320e+00
-1.636624919420427648e+00,-2.773249838840855297e+00
2.093510946074863266e-01,9.187021892149727087e-01
-1.862902537857772101e-01,1.274194924284455799e-01
1.179635174607752690e+00,2.859270349215505380e+00
5.845709301327255414e-01,1.669141860265451083e+00
7.085384059287002101e-01,1.917076811857400420e+00
-1.876424595615717728e+00,-3.252849191231435455e+00
1.076987644257795473e+00,2.653975288515590947e+00
2.027841248338579649e-01,9.055682496677159854e-01
-5.480032961037114569e-01,-5.960065922074229139e-01
-1.839355766208020659e+00,-3.178711532416041319e+00
1.652721499489146817e+00,3.805442998978293634e+00
1.380383242298780955e+00,3.260766484597561909e+00
-9.736850502927110185e-01,-1.447370100585422037e+00
-4.743459060767498126e-01,-4.486918121534996251e-01
-9.795573220429867334e-01,-1.459114644085973467e+00
1.249094250091259267e-01,7.498188500182518812e-01
1.651472409549236353e+00,3.802944819098472706e+00
-8.743837694155545126e-01,-1.248767538831109025e+00
-3.636704926325372011e-01,-2.273409852650744023e-01
1.439486569294707308e-01,7.878973138589414615e-01
-4.844474876353265791e-01,-4.688949752706531582e-01
6.164562857559371389e-01,1.732912571511874278e+00
9.709679885228965357e-02,6.941935977045793349e-01
-1.981290462364225125e+00,-3.462580924728450249e+00
-2.054831101974467611e+00,-3.609662203948935222e+00
-4.561113147606895568e-01,-4.122226295213791136e-01
3.213449921422973365e-01,1.142689984284594562e+00
8.309036910851195223e-01,2.161807382170239045e+00
-7.320170674796433463e-01,-9.640341349592866926e-01
-1.782424650701983415e+00,-3.064849301403966830e+00
2.853335669108625794e+00,6.206671338217251588e+00
4.510890341062660513e-01,1.402178068212532214e+00
4.912395379239572479e-01,1.482479075847914496e+00
-1.753590925740537987e-01,1.492818148518924026e-01
-2.494643826634572181e-01,1.071234673085563749e-03
-1.010290156167998887e+00,-1.520580312335997775e+00
8.711801925993257756e-01,2.242360385198651329e+00
