Id,SalePrice
1461,108433.35718141177
1462,146750.60981669632
1463,154950.39102707393
1464,183613.2441057431
1465,210085.1687852492
1466,163975.14018185486
1467,159089.5776306419
1468,158426.87039227659
1469,198533.88650850605
1470,102942.49814225793
1471,212201.4135695122
1472,105611.70317431171
1473,101122.05463942829
1474,160183.398019815
1475,132269.561509628
1476,342961.5794983967
1477,255134.97133629821
1478,335290.75943873916
1479,316433.42030978325
1480,424310.44091370556
1481,310979.0952583555
1482,234040.6697534636
1483,176638.30842848372
1484,179874.72677216431
1485,183085.54224443578
1486,206634.85102094733
1487,346089.4601221116
1488,280000.54678960744
1489,189484.12068968843
1490,216621.63084906508
1491,189458.39385213095
1492,110834.26490501057
1493,180654.21299335526
1494,294147.87623042375
1495,295702.4581336124
1496,238808.48903798772
1497,192264.60921053664
1498,162177.45437100786
1499,162177.45437100786
1500,149206.47904442428
1501,164509.14281976531
1502,154101.95589231057
1503,284868.8154433089
1504,240593.22416496964
1505,225404.59820534277
1506,180842.06134818512
1507,232957.9301071722
1508,192402.6514810196
1509,147443.6300452528
1510,133070.45215097527
1511,139048.24440287694
1512,165056.08154653478
1513,153310.01068638024
1514,134159.12035971283
1515,184323.96524094467
1516,159214.11385199163
1517,144893.34496167264
1518,154022.89562543936
1519,208752.98329792486
1520,118200.31545208272
1521,121520.692304493
1522,185172.4764519877
1523,105706.84273619363
1524,117873.9031925391
1525,108941.81364710876
1526,109443.09129083343
1527,107071.03354596246
1528,123530.3052530191
1529,137889.3122800044
1530,166977.55715026284
1531,133382.88472342436
1532,108341.0745690009
1533,146733.4471826272
1534,137110.80238493427
1535,153343.3911162239
1536,119046.73874568607
1537,92768.16040669626
1538,171805.7867217893
1539,226400.1851306066
1540,135475.95322223604
1541,156249.87705373918
1542,136489.08132533627
1543,196046.48762134276
1544,91734.37389463582
1545,114113.15617746233
1546,151805.61982585824
1547,136282.7214424672
1548,128321.77860147346
1549,109743.03835840017
1550,144447.16939746952
1551,138378.2020235883
1552,150473.51481465003
1553,138114.88928212086
